Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Cluster
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,5
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,4
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,5
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3,8,3
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,0
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,4
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9,0
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,3
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,5
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,4
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,5
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,3
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,0
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,4
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4,9,0
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7,3
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,5
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,4
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,5
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8,3
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,0
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,4
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4,Single,4,9,0
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,3
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,5
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,4
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,0
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,4
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,0
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,3
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,5
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,3
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,9,0
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,3
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,5
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,3
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7,0
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,4
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,0
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,3
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,5
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,7,3
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,0
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7,3
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,5
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,7,3
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,0
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,4
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,6,0
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8,3
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,5
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,3
347,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4,9,0
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,3
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,5
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,3
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3,7,0
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,4
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,0
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8,3
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,5
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6,Single,3,7,3
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,0
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,3
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,5
360,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3,7,3
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,0
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4,4
363,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3,6,0
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,8,3
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,5
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7,3
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,9,0
368,22,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6,Single,3,7,3
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,5
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7,3
371,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3,7,0
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4,4
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,0
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,8,3
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4,5
376,22,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6,Single,3,7,3
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,0
378,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7,3
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5,5
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,7,3
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,0
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4,4
383,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3,6,0
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8,3
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4,5
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,3
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,9,0
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3,7,3
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,5
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,3
391,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3,7,0
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,4
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6,0
394,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8,3
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,5
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3,7,3
397,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,0
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,7,3
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,5
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3,7,3
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,0
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,4
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,6,0
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8,3
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,5
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7,3
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,9,0
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7,3
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5,5
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,3
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,7,0
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4,4
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,6,0
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,3
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4,5
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,7,3
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,0
418,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,7,3
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,5
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,7,3
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7,0
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4,4
423,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7,Single,3,6,0
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8,3
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,5
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,3
427,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4,9,0
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,7,3
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5,5
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,3
431,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3,7,0
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,4
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6,0
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8,3
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,4,5
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,7,3
437,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,0
438,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,7,3
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5,5
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6,Single,3,7,3
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7,0
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4,4
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,6,0
444,22,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5,In Relationship,4,8,3
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4,5
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,3
447,20,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5,In Relationship,4,9,0
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7,3
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,5
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,3
451,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6,Single,3,7,0
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,4,4
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6,0
454,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4,8,3
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,5
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3,7,3
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,0
458,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3,7,3
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,5
460,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3,7,3
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,0
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,4
463,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3,6,0
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,8,3
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4,5
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,3
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9,0
468,22,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6,Single,3,7,3
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,5
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,3
471,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3,7,0
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4,4
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6,0
474,21,Male,Graduate,India,7.3,WhatsApp,Yes,5.0,5,In Relationship,4,8,3
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,5
476,22,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6,Single,3,7,3
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5,In Relationship,4,9,0
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7,3
479,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2,5,5
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,7,3
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7,0
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4,4
483,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3,6,0
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8,3
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,5
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7,3
487,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,In Relationship,4,9,0
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,6,Single,3,7,3
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5,5
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7,3
491,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3,7,0
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4,4
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6,0
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,8,3
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4,5
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,7,3
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,9,0
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,7,3
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5,5
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7,3
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7,0
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5,4
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,5
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,3
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3,7,0
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7,3
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8,0
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,4
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4,8,0
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6,3
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,0
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,5,4
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,4,5
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6,3
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7,0
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7,3
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,0
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,5,4
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,8,0
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,6,3
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,7,0
522,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2,5,4
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,5
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,3
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7,0
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,3
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,0
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,4
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8,0
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,3
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7,0
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,4
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,5
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,3
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7,0
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7,3
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,0
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,4
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8,0
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6,3
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7,0
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,4
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,5
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,3
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7,0
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,3
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,0
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,4
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8,0
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,3
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7,0
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,5,4
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,5
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,3
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7,0
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7,3
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,0
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,4
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,0
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6,3
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7,0
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5,4
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,5
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,3
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7,0
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,3
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,0
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,4
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8,0
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,3
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,0
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,4
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8,0
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,3
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,5
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8,3
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,0
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,3
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,5
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,3
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8,0
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,4
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,0
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,3
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,5
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,3
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,5
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8,3
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,5
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,3
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9,0
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,4
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8,0
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,3
